comment_start,endline,file,comment_outer_start,method,startline,comment,comment_outer_satd,body,comment_inner_satd
181,207,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RealMatrixImplTest.java,185,testMultiply,186, test multiply ,,"{
    RealMatrixImpl m = new RealMatrixImpl(testData);
    RealMatrixImpl mInv = new RealMatrixImpl(testDataInv);
    RealMatrixImpl identity = new RealMatrixImpl(id);
    RealMatrixImpl m2 = new RealMatrixImpl(testData2);
    assertClose(""inverse multiply"", m.multiply(mInv), identity, entryTolerance);
    assertClose(""inverse multiply"", mInv.multiply(m), identity, entryTolerance);
    assertClose(""identity multiply"", m.multiply(identity), m, entryTolerance);
    assertClose(""identity multiply"", identity.multiply(mInv), mInv, entryTolerance);
    assertClose(""identity multiply"", m2.multiply(identity), m2, entryTolerance);
    try {
        RealMatrix a = m.multiply(new RealMatrixImpl(bigSingular));
        fail(""Expecting illegalArgumentException"");
    } catch (IllegalArgumentException ex) {
        ;
    }
}",
209,219,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RealMatrixImplTest.java,209,testIsSingular,210, test isSingular ,,"{
    RealMatrixImpl m = new RealMatrixImpl(singular);
    assertTrue(""singular"", m.isSingular());
    m = new RealMatrixImpl(bigSingular);
    assertTrue(""big singular"", m.isSingular());
    m = new RealMatrixImpl(id);
    assertTrue(""identity nonsingular"", !m.isSingular());
    m = new RealMatrixImpl(testData);
    assertTrue(""testData nonsingular"", !m.isSingular());
}",
209,227,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RealMatrixImplTest.java,221,testInverse,222, test inverse ,,"{
    RealMatrixImpl m = new RealMatrixImpl(testData);
    RealMatrix mInv = new RealMatrixImpl(testDataInv);
    assertClose(""inverse"", mInv, m.inverse(), normTolerance);
    assertClose(""inverse^2"", m, m.inverse().inverse(), 10E-12);
}",
226,255,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RealMatrixImplTest.java,229,testSolve,230, test solve ,,"{
    RealMatrixImpl m = new RealMatrixImpl(testData);
    RealMatrix mInv = new RealMatrixImpl(testDataInv);
    // being a bit slothful here -- actually testing that X = A^-1 * B
    assertClose(""inverse-operate"", mInv.operate(testVector), m.solve(testVector), normTolerance);
    try {
        double[] x = m.solve(testVector2);
        fail(""expecting IllegalArgumentException"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    RealMatrix bs = new RealMatrixImpl(bigSingular);
    try {
        RealMatrix a = bs.solve(bs);
        fail(""Expecting illegalArgumentException"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    try {
        RealMatrix a = m.solve(bs);
        fail(""Expecting illegalArgumentException"");
    } catch (IllegalArgumentException ex) {
        ;
    }
}",
226,269,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RealMatrixImplTest.java,257,testDeterminant,258, test determinant ,,"{
    RealMatrix m = new RealMatrixImpl(bigSingular);
    assertEquals(""singular determinant"", 0, m.getDeterminant(), 0);
    m = new RealMatrixImpl(detData);
    assertEquals(""nonsingular test"", -3d, m.getDeterminant(), normTolerance);
    try {
        double a = new RealMatrixImpl(testData2).getDeterminant();
        fail(""Expecting illegalArgumentException"");
    } catch (IllegalArgumentException ex) {
        ;
    }
}",
226,282,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RealMatrixImplTest.java,271,testTrace,272, test trace ,,"{
    RealMatrix m = new RealMatrixImpl(id);
    assertEquals(""identity trace"", 3d, m.getTrace(), entryTolerance);
    m = new RealMatrixImpl(testData2);
    try {
        double x = m.getTrace();
        fail(""Expecting illegalArgumentException"");
    } catch (IllegalArgumentException ex) {
        ;
    }
}",
226,289,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RealMatrixImplTest.java,284,testScalarAdd,285, test sclarAdd ,,"{
    RealMatrix m = new RealMatrixImpl(testData);
    assertClose(""scalar add"", new RealMatrixImpl(testDataPlus2), m.scalarAdd(2d), entryTolerance);
}",
1,303,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RealMatrixImplTest.java,291,testOperate,292, test operate ,,"{
    RealMatrix m = new RealMatrixImpl(id);
    double[] x = m.operate(testVector);
    assertClose(""identity operate"", testVector, x, entryTolerance);
    m = new RealMatrixImpl(bigSingular);
    try {
        x = m.operate(testVector);
        fail(""Expecting illegalArgumentException"");
    } catch (IllegalArgumentException ex) {
        ;
    }
}",
1,313,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RealMatrixImplTest.java,305,testTranspose,306, test transpose ,,"{
    RealMatrix m = new RealMatrixImpl(testData);
    assertClose(""inverse-transpose"", m.inverse().transpose(), m.transpose().inverse(), normTolerance);
    m = new RealMatrixImpl(testData2);
    RealMatrix mt = new RealMatrixImpl(testData2T);
    assertClose(""transpose"", mt, m.transpose(), normTolerance);
}",
1,327,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RealMatrixImplTest.java,315,testPremultiply,316, test preMultiply ,,"{
    RealMatrix m = new RealMatrixImpl(testData);
    RealMatrix mp = new RealMatrixImpl(preMultTest);
    assertClose(""premultiply"", m.preMultiply(testVector), mp, normTolerance);
    m = new RealMatrixImpl(bigSingular);
    try {
        RealMatrix x = m.preMultiply(testVector);
        fail(""expecting IllegalArgumentException"");
    } catch (IllegalArgumentException ex) {
        ;
    }
}",
1,345,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RealMatrixImplTest.java,,testGetVectors,329,,,"{
    RealMatrix m = new RealMatrixImpl(testData);
    assertClose(""get row"", m.getRow(1), testDataRow1, entryTolerance);
    assertClose(""get col"", m.getColumn(3), testDataCol3, entryTolerance);
    try {
        double[] x = m.getRow(10);
        fail(""expecting IllegalArgumentException"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    try {
        double[] x = m.getColumn(-1);
        fail(""expecting IllegalArgumentException"");
    } catch (IllegalArgumentException ex) {
        ;
    }
}",
1,364,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RealMatrixImplTest.java,,testEntryMutators,347,,,"{
    RealMatrix m = new RealMatrixImpl(testData);
    assertEquals(""get entry"", m.getEntry(1, 2), 2d, entryTolerance);
    m.setEntry(1, 2, 100d);
    assertEquals(""get entry"", m.getEntry(1, 2), 100d, entryTolerance);
    try {
        double x = m.getEntry(0, 2);
        fail(""expecting IllegalArgumentException"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    try {
        m.setEntry(1, 4, 200d);
        fail(""expecting IllegalArgumentException"");
    } catch (IllegalArgumentException ex) {
        ;
    }
}",
1,373,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RealMatrixImplTest.java,369,assertClose,370, verifies that two matrices are close (1-norm) ,,"{
    assertTrue(msg, m.subtract(n).getNorm() < tolerance);
}",
1,385,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RealMatrixImplTest.java,375,assertClose,376, verifies that two vectors are close (sup norm) ,,"{
    if (m.length != n.length) {
        fail(""vectors not same length"");
    }
    for (int i = 0; i < m.length; i++) {
        assertEquals(msg + "" "" + i + "" elements differ"", m[i], n[i], tolerance);
    }
}",
1,396,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RealMatrixImplTest.java,387,dumpMatrix,388, Useful for debugging ,,"{
    for (int i = 0; i < m.getRowDimension(); i++) {
        String os = """";
        for (int j = 0; j < m.getColumnDimension(); j++) {
            os += m.getEntry(i + 1, j + 1) + "" "";
        }
        System.out.println(os);
    }
}",
1,88,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/CertifiedDataTest.java,82,CertifiedDataTest,86,"
	 * Certified Data Test Constructor
	 * @param name
	 ",,"{
    super(name);
}",
92,94,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/CertifiedDataTest.java,90,setUp,93," (non-Javadoc)
	 * @see junit.framework.TestCase#setUp()
	 ",,"{
}",
98,103,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/CertifiedDataTest.java,96,suite,99,"
	 * @return The test suite
	 ",,"{
    TestSuite suite = new TestSuite(CertifiedDataTest.class);
    suite.setName(""Certified Tests"");
    return suite;
}",
98,139,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/CertifiedDataTest.java,105,testUnivariateImpl,108,"
	 * Test UnivariateImpl
	",,"{
    u = new UnivariateImpl();
    loadStats(""data/Lew.txt"");
    assertEquals(""Lew: std"", std, u.getStandardDeviation(), .000000000001);
    assertEquals(""Lew: mean"", mean, u.getMean(), .000000000001);
    loadStats(""data/Lottery.txt"");
    assertEquals(""Lottery: std"", std, u.getStandardDeviation(), .000000000001);
    assertEquals(""Lottery: mean"", mean, u.getMean(), .000000000001);
    loadStats(""data/PiDigits.txt"");
    assertEquals(""PiDigits: std"", std, u.getStandardDeviation(), .0000000000001);
    assertEquals(""PiDigits: mean"", mean, u.getMean(), .0000000000001);
    loadStats(""data/Mavro.txt"");
    assertEquals(""Mavro: std"", std, u.getStandardDeviation(), .00000000000001);
    assertEquals(""Mavro: mean"", mean, u.getMean(), .00000000000001);
    // loadStats(""data/Michelso.txt"");
    // assertEquals(""Michelso: std"", std, u.getStandardDeviation(), .00000000000001);
    // assertEquals(""Michelso: mean"", mean, u.getMean(), .00000000000001);
    loadStats(""data/NumAcc1.txt"");
    assertEquals(""NumAcc1: std"", std, u.getStandardDeviation(), .00000000000001);
    assertEquals(""NumAcc1: mean"", mean, u.getMean(), .00000000000001);
// loadStats(""data/NumAcc2.txt"");
// assertEquals(""NumAcc2: std"", std, u.getStandardDeviation(), .000000001);
// assertEquals(""NumAcc2: mean"", mean, u.getMean(), .00000000000001);
}",
138,175,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/CertifiedDataTest.java,141,testStoredUnivariateImpl,144,"
	 * Test UnivariateImpl
	 ",,"{
    u = new StoreUnivariateImpl();
    loadStats(""data/Lew.txt"");
    assertEquals(""Lew: std"", std, u.getStandardDeviation(), .000000000001);
    assertEquals(""Lew: mean"", mean, u.getMean(), .000000000001);
    loadStats(""data/Lottery.txt"");
    assertEquals(""Lottery: std"", std, u.getStandardDeviation(), .000000000001);
    assertEquals(""Lottery: mean"", mean, u.getMean(), .000000000001);
    loadStats(""data/PiDigits.txt"");
    assertEquals(""PiDigits: std"", std, u.getStandardDeviation(), .0000000000001);
    assertEquals(""PiDigits: mean"", mean, u.getMean(), .0000000000001);
    loadStats(""data/Mavro.txt"");
    assertEquals(""Mavro: std"", std, u.getStandardDeviation(), .00000000000001);
    assertEquals(""Mavro: mean"", mean, u.getMean(), .00000000000001);
    // loadStats(""data/Michelso.txt"");
    // assertEquals(""Michelso: std"", std, u.getStandardDeviation(), .00000000000001);
    // assertEquals(""Michelso: mean"", mean, u.getMean(), .00000000000001);
    loadStats(""data/NumAcc1.txt"");
    assertEquals(""NumAcc1: std"", std, u.getStandardDeviation(), .00000000000001);
    assertEquals(""NumAcc1: mean"", mean, u.getMean(), .00000000000001);
// loadStats(""data/NumAcc2.txt"");
// assertEquals(""NumAcc2: std"", std, u.getStandardDeviation(), .000000001);
// assertEquals(""NumAcc2: mean"", mean, u.getMean(), .00000000000001);
}",
181,225,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/CertifiedDataTest.java,177,loadStats,181,"
	 * loads a Univariate off of a test file
	 * @param file
	 ",,"{
    try {
        u.clear();
        mean = Double.NaN;
        std = Double.NaN;
        BufferedReader in = new BufferedReader(new InputStreamReader(getClass().getResourceAsStream(resource)));
        String line = null;
        for (int j = 0; j < 60; j++) {
            line = in.readLine();
            if (j == 40) {
                mean = Double.parseDouble(line.substring(line.lastIndexOf("":"") + 1).trim());
            }
            if (j == 41) {
                std = Double.parseDouble(line.substring(line.lastIndexOf("":"") + 1).trim());
            }
        }
        line = in.readLine();
        while (line != null) {
            u.addValue(Double.parseDouble(line.trim()));
            line = in.readLine();
        }
        in.close();
    } catch (FileNotFoundException fnfe) {
        log.error(fnfe.getMessage(), fnfe);
    } catch (IOException ioe) {
        log.error(ioe.getMessage(), ioe);
    }
}",
89,90,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/ListUnivariateImplTest.java,,ListUnivariateImplTest,88,,,"{
    super(name);
}",
92,93,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/ListUnivariateImplTest.java,,setUp,92,,,"{
}",
92,99,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/ListUnivariateImplTest.java,,suite,95,,,"{
    TestSuite suite = new TestSuite(ListUnivariateImplTest.class);
    suite.setName(""Freq Tests"");
    return suite;
}",
98,122,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/ListUnivariateImplTest.java,101,testStats,102, test stats ,,"{
    List externalList = new ArrayList();
    StoreUnivariate u = new ListUnivariateImpl(externalList);
    assertEquals(""total count"", 0, u.getN(), tolerance);
    u.addValue(one);
    u.addValue(two);
    u.addValue(two);
    u.addValue(three);
    assertEquals(""N"", n, u.getN(), tolerance);
    assertEquals(""sum"", sum, u.getSum(), tolerance);
    assertEquals(""sumsq"", sumSq, u.getSumsq(), tolerance);
    assertEquals(""var"", var, u.getVariance(), tolerance);
    assertEquals(""std"", std, u.getStandardDeviation(), tolerance);
    assertEquals(""mean"", mean, u.getMean(), tolerance);
    assertEquals(""min"", min, u.getMin(), tolerance);
    assertEquals(""max"", max, u.getMax(), tolerance);
    u.clear();
    assertEquals(""total count"", 0, u.getN(), tolerance);
}",
118,138,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/ListUnivariateImplTest.java,,testN0andN1Conditions,124,,,"{
    List list = new ArrayList();
    StoreUnivariate u = new ListUnivariateImpl(list);
    assertTrue(""Mean of n = 0 set should be NaN"", Double.isNaN(u.getMean()));
    assertTrue(""Standard Deviation of n = 0 set should be NaN"", Double.isNaN(u.getStandardDeviation()));
    assertTrue(""Variance of n = 0 set should be NaN"", Double.isNaN(u.getVariance()));
    list.add(new Double(one));
    assertTrue(""Mean of n = 1 set should be value of single item n1"", u.getMean() == one);
    assertTrue(""StdDev of n = 1 set should be zero, instead it is: "" + u.getStandardDeviation(), u.getStandardDeviation() == 0);
    assertTrue(""Variance of n = 1 set should be zero"", u.getVariance() == 0);
}",
138,153,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/ListUnivariateImplTest.java,,testSkewAndKurtosis,140,,,"{
    StoreUnivariate u = new StoreUnivariateImpl();
    double[] testArray = { 12.5, 12, 11.8, 14.2, 14.9, 14.5, 21, 8.2, 10.3, 11.3, 14.1, 9.9, 12.2, 12, 12.1, 11, 19.8, 11, 10, 8.8, 9, 12.3 };
    for (int i = 0; i < testArray.length; i++) {
        u.addValue(testArray[i]);
    }
    assertEquals(""mean"", 12.40455, u.getMean(), 0.0001);
    assertEquals(""variance"", 10.00236, u.getVariance(), 0.0001);
    assertEquals(""skewness"", 1.437424, u.getSkewness(), 0.0001);
    assertEquals(""kurtosis"", 2.37719, u.getKurtosis(), 0.0001);
}",
154,178,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/ListUnivariateImplTest.java,,testProductAndGeometricMean,155,,,"{
    ListUnivariateImpl u = new ListUnivariateImpl(new ArrayList());
    u.setWindowSize(10);
    u.addValue(1.0);
    u.addValue(2.0);
    u.addValue(3.0);
    u.addValue(4.0);
    assertEquals(""Product not expected"", 24.0, u.getProduct(), Double.MIN_VALUE);
    assertEquals(""Geometric mean not expected"", 2.213364, u.getGeometricMean(), 0.00001);
    // Now test rolling - UnivariateImpl should discount the contribution
    // of a discarded element
    for (int i = 0; i < 10; i++) {
        u.addValue(i + 2);
    }
    // Values should be (2,3,4,5,6,7,8,9,10,11)
    assertEquals(""Product not expected"", 39916800.0, u.getProduct(), 0.00001);
    assertEquals(""Geometric mean not expected"", 5.755931, u.getGeometricMean(), 0.00001);
}",
1,85,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/UnivariateImplTest.java,,UnivariateImplTest,83,,,"{
    super(name);
}",
1,88,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/UnivariateImplTest.java,,setUp,87,,,"{
}",
89,94,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/UnivariateImplTest.java,,suite,90,,,"{
    TestSuite suite = new TestSuite(UnivariateImplTest.class);
    suite.setName(""Freq Tests"");
    return suite;
}",
98,114,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/UnivariateImplTest.java,96,testStats,97, test stats ,,"{
    UnivariateImpl u = new UnivariateImpl();
    assertEquals(""total count"", 0, u.getN(), tolerance);
    u.addValue(one);
    u.addValue(twoF);
    u.addValue(twoL);
    u.addValue(three);
    assertEquals(""N"", n, u.getN(), tolerance);
    assertEquals(""sum"", sum, u.getSum(), tolerance);
    assertEquals(""sumsq"", sumSq, u.getSumsq(), tolerance);
    assertEquals(""var"", var, u.getVariance(), tolerance);
    assertEquals(""std"", std, u.getStandardDeviation(), tolerance);
    assertEquals(""mean"", mean, u.getMean(), tolerance);
    assertEquals(""min"", min, u.getMin(), tolerance);
    assertEquals(""max"", max, u.getMax(), tolerance);
    u.clear();
    assertEquals(""total count"", 0, u.getN(), tolerance);
}",
98,168,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/UnivariateImplTest.java,,testN0andN1Conditions,116,,,"{
    UnivariateImpl u = new UnivariateImpl();
    assertTrue(""Mean of n = 0 set should be NaN"", Double.isNaN(u.getMean()));
    assertTrue(""Standard Deviation of n = 0 set should be NaN"", Double.isNaN(u.getStandardDeviation()));
    assertTrue(""Variance of n = 0 set should be NaN"", Double.isNaN(u.getVariance()));
    assertTrue(""skew of n = 0 set should be NaN"", Double.isNaN(u.getSkewness()));
    assertTrue(""kurtosis of n = 0 set should be NaN"", Double.isNaN(u.getKurtosis()));
    /* n=1 */
    u.addValue(one);
    assertTrue(""mean should be one (n = 1)"", u.getMean() == one);
    assertTrue(""geometric should be one (n = 1)"", u.getGeometricMean() == one);
    assertTrue(""Std should be zero (n = 1)"", u.getStandardDeviation() == 0.0);
    assertTrue(""variance should be zero (n = 1)"", u.getVariance() == 0.0);
    assertTrue(""skew should be zero (n = 1)"", u.getSkewness() == 0.0);
    assertTrue(""kurtosis should be zero (n = 1)"", u.getKurtosis() == 0.0);
    /* n=2 */
    u.addValue(twoF);
    assertTrue(""Std should not be zero (n = 2)"", u.getStandardDeviation() != 0.0);
    assertTrue(""variance should not be zero (n = 2)"", u.getVariance() != 0.0);
    assertTrue(""skew should not be zero (n = 2)"", u.getSkewness() == 0.0);
    assertTrue(""kurtosis should be zero (n = 2)"", u.getKurtosis() == 0.0);
    /* n=3 */
    u.addValue(twoL);
    assertTrue(""skew should not be zero (n = 3)"", u.getSkewness() != 0.0);
    assertTrue(""kurtosis should be zero (n = 3)"", u.getKurtosis() == 0.0);
    /* n=4 */
    u.addValue(three);
    assertTrue(""kurtosis should not be zero (n = 4)"", u.getKurtosis() != 0.0);
}",
154,194,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/UnivariateImplTest.java,,testProductAndGeometricMean,170,,,"{
    UnivariateImpl u = new UnivariateImpl(10);
    u.addValue(1.0);
    u.addValue(2.0);
    u.addValue(3.0);
    u.addValue(4.0);
    assertEquals(""Product not expected"", 24.0, u.getProduct(), Double.MIN_VALUE);
    assertEquals(""Geometric mean not expected"", 2.213364, u.getGeometricMean(), 0.00001);
    // Now test rolling - UnivariateImpl should discount the contribution
    // of a discarded element
    for (int i = 0; i < 10; i++) {
        u.addValue(i + 2);
    }
    // Values should be (2,3,4,5,6,7,8,9,10,11)
    assertEquals(""Product not expected"", 39916800.0, u.getProduct(), 0.00001);
    assertEquals(""Geometric mean not expected"", 5.755931, u.getGeometricMean(), 0.00001);
}",
181,207,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/UnivariateImplTest.java,,testRollingMinMax,196,,,"{
    UnivariateImpl u = new UnivariateImpl(3);
    u.addValue(1.0);
    u.addValue(5.0);
    u.addValue(3.0);
    // discarding min
    u.addValue(4.0);
    assertEquals(""min not expected"", 3.0, u.getMin(), Double.MIN_VALUE);
    // discarding max
    u.addValue(1.0);
    assertEquals(""max not expected"", 4.0, u.getMax(), Double.MIN_VALUE);
}",
209,236,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/UnivariateImplTest.java,,testNaNContracts,209,,,"{
    UnivariateImpl u = new UnivariateImpl();
    double nan = Double.NaN;
    assertTrue(""mean not NaN"", Double.isNaN(u.getMean()));
    assertTrue(""min not NaN"", Double.isNaN(u.getMin()));
    assertTrue(""std dev not NaN"", Double.isNaN(u.getStandardDeviation()));
    assertTrue(""var not NaN"", Double.isNaN(u.getVariance()));
    assertTrue(""geom mean not NaN"", Double.isNaN(u.getGeometricMean()));
    u.addValue(1.0);
    assertEquals(""mean not expected"", 1.0, u.getMean(), Double.MIN_VALUE);
    assertEquals(""variance not expected"", 0.0, u.getVariance(), Double.MIN_VALUE);
    assertEquals(""geometric mean not expected"", 1.0, u.getGeometricMean(), Double.MIN_VALUE);
    u.addValue(-1.0);
    assertTrue(""geom mean not NaN"", Double.isNaN(u.getGeometricMean()));
    u.addValue(0.0);
    assertTrue(""geom mean not NaN"", Double.isNaN(u.getGeometricMean()));
// FiXME: test all other NaN contract specs
}","225_// FiXME: test all other NaN contract specs
"
1,88,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/StoreUnivariateImplTest.java,,StoreUnivariateImplTest,86,,,"{
    super(name);
}",
89,91,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/StoreUnivariateImplTest.java,,setUp,90,,,"{
}",
92,97,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/StoreUnivariateImplTest.java,,suite,93,,,"{
    TestSuite suite = new TestSuite(StoreUnivariateImplTest.class);
    suite.setName(""Freq Tests"");
    return suite;
}",
98,117,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/StoreUnivariateImplTest.java,99,testStats,100, test stats ,,"{
    StoreUnivariate u = new StoreUnivariateImpl();
    assertEquals(""total count"", 0, u.getN(), tolerance);
    u.addValue(one);
    u.addValue(two);
    u.addValue(two);
    u.addValue(three);
    assertEquals(""N"", n, u.getN(), tolerance);
    assertEquals(""sum"", sum, u.getSum(), tolerance);
    assertEquals(""sumsq"", sumSq, u.getSumsq(), tolerance);
    assertEquals(""var"", var, u.getVariance(), tolerance);
    assertEquals(""std"", std, u.getStandardDeviation(), tolerance);
    assertEquals(""mean"", mean, u.getMean(), tolerance);
    assertEquals(""min"", min, u.getMin(), tolerance);
    assertEquals(""max"", max, u.getMax(), tolerance);
    u.clear();
    assertEquals(""total count"", 0, u.getN(), tolerance);
}",
118,137,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/StoreUnivariateImplTest.java,,testN0andN1Conditions,119,,,"{
    StoreUnivariate u = new StoreUnivariateImpl();
    assertTrue(""Mean of n = 0 set should be NaN"", Double.isNaN(u.getMean()));
    assertTrue(""Standard Deviation of n = 0 set should be NaN"", Double.isNaN(u.getStandardDeviation()));
    assertTrue(""Variance of n = 0 set should be NaN"", Double.isNaN(u.getVariance()));
    u.addValue(one);
    assertTrue(""Mean of n = 1 set should be value of single item n1"", u.getMean() == one);
    assertTrue(""StdDev of n = 1 set should be zero, instead it is: "" + u.getStandardDeviation(), u.getStandardDeviation() == 0);
    assertTrue(""Variance of n = 1 set should be zero"", u.getVariance() == 0);
}",
138,153,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/StoreUnivariateImplTest.java,,testSkewAndKurtosis,139,,,"{
    StoreUnivariate u = new StoreUnivariateImpl();
    double[] testArray = { 12.5, 12, 11.8, 14.2, 14.9, 14.5, 21, 8.2, 10.3, 11.3, 14.1, 9.9, 12.2, 12, 12.1, 11, 19.8, 11, 10, 8.8, 9, 12.3 };
    for (int i = 0; i < testArray.length; i++) {
        u.addValue(testArray[i]);
    }
    assertEquals(""mean"", 12.40455, u.getMean(), 0.0001);
    assertEquals(""variance"", 10.00236, u.getVariance(), 0.0001);
    assertEquals(""skewness"", 1.437424, u.getSkewness(), 0.0001);
    assertEquals(""kurtosis"", 2.37719, u.getKurtosis(), 0.0001);
}",
154,180,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/StoreUnivariateImplTest.java,,testProductAndGeometricMean,155,,,"{
    StoreUnivariateImpl u = new StoreUnivariateImpl();
    u.setWindowSize(10);
    u.addValue(1.0);
    u.addValue(2.0);
    u.addValue(3.0);
    u.addValue(4.0);
    assertEquals(""Product not expected"", 24.0, u.getProduct(), Double.MIN_VALUE);
    assertEquals(""Geometric mean not expected"", 2.213364, u.getGeometricMean(), 0.00001);
    // Now test rolling - UnivariateImpl should discount the contribution
    // of a discarded element
    for (int i = 0; i < 10; i++) {
        u.addValue(i + 2);
    }
    // Values should be (2,3,4,5,6,7,8,9,10,11)
    assertEquals(""Product not expected"", 39916800.0, u.getProduct(), 0.00001);
    assertEquals(""Geometric mean not expected"", 5.755931, u.getGeometricMean(), 0.00001);
}",
181,208,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/StoreUnivariateImplTest.java,,testGetSortedValues,182,,,"{
    double[] test1 = { 5, 4, 3, 2, 1 };
    double[] test2 = { 5, 2, 1, 3, 4, 0 };
    double[] test3 = { 1 };
    int[] testi = null;
    double[] test4 = null;
    RandomData rd = new RandomDataImpl();
    tstGetSortedValues(test1);
    tstGetSortedValues(test2);
    tstGetSortedValues(test3);
    for (int i = 0; i < 10; i++) {
        testi = rd.nextPermutation(10, 6);
        test4 = new double[6];
        for (int j = 0; j < testi.length; j++) {
            test4[j] = (double) testi[j];
        }
        tstGetSortedValues(test4);
    }
    for (int i = 0; i < 10; i++) {
        testi = rd.nextPermutation(10, 5);
        test4 = new double[5];
        for (int j = 0; j < testi.length; j++) {
            test4[j] = (double) testi[j];
        }
        tstGetSortedValues(test4);
    }
}",
209,225,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/stat/StoreUnivariateImplTest.java,,tstGetSortedValues,211,,,"{
    StoreUnivariateImpl u = new StoreUnivariateImpl();
    for (int i = 0; i < test.length; i++) {
        u.addValue(test[i]);
    }
    double[] sorted = u.getSortedValues();
    if (sorted.length != test.length) {
        fail(""wrong length for sorted values array"");
    }
    for (int i = 0; i < sorted.length - 1; i++) {
        if (sorted[i] > sorted[i + 1]) {
            fail(""sorted values out of sequence"");
        }
    }
}",
